predictor,n,diagnosis,score_fun,score
DNN,11,HYP,F1 score,0.5863013698630137
DNN,11,MI,Precision,0.43703703703703706
DNN,11,MI,Recall,0.5327102803738317
DNN,11,MI,Specificity,0.922149673530889
DNN,11,MI,F1 score,0.4863731656184486
DNN,11,STTC,Precision,0.5652173913043478
DNN,11,STTC,Recall,0.22105263157894736
DNN,11,STTC,Specificity,0.9822921790457452
DNN,11,STTC,F1 score,0.3231441048034934
DNN,12,NORM,Precision,0.7147262914417888
DNN,12,NORM,Recall,0.9587301587301588
DNN,12,NORM,Specificity,0.7090620031796503
DNN,12,NORM,F1 score,0.823583180987203
DNN,12,CD,Precision,0.6295546558704453
DNN,12,CD,Recall,0.8771498771498771
DNN,12,CD,Specificity,0.8970831040176115
DNN,12,CD,F1 score,0.7399527186761229
DNN,12,HYP,Precision,0.6333333333333333
DNN,12,HYP,Recall,0.5388127853881278
DNN,12,HYP,Specificity,0.9633960345704118
DNN,12,HYP,F1 score,0.5929919137466307
DNN,12,MI,Precision,0.43727598566308246
DNN,12,MI,Recall,0.5327102803738317
DNN,12,MI,Specificity,0.9222614840989399
DNN,12,MI,F1 score,0.48695652173913045
DNN,12,STTC,Precision,0.5671641791044776
DNN,12,STTC,Recall,0.22282608695652173
DNN,12,STTC,Specificity,0.9823008849557522
DNN,12,STTC,F1 score,0.32456140350877194
DNN,13,NORM,Precision,0.7158067158067158
DNN,13,NORM,Recall,0.9590336134453782
DNN,13,NORM,Specificity,0.7091207888249794
DNN,13,NORM,F1 score,0.8238993710691824
DNN,13,CD,Precision,0.6297786720321932
DNN,13,CD,Recall,0.8777777777777778
DNN,13,CD,Specificity,0.8971148611867175
DNN,13,CD,F1 score,0.7404761904761905
DNN,13,HYP,Precision,0.6342857142857142
DNN,13,HYP,Recall,0.5404040404040404
DNN,13,HYP,Specificity,0.9639044229791561
DNN,13,HYP,F1 score,0.5935828877005348
DNN,13,MI,Precision,0.4389312977099237
DNN,13,MI,Recall,0.5350877192982456
DNN,13,MI,Specificity,0.9223697650663942
DNN,13,MI,F1 score,0.48735632183908045
DNN,13,STTC,Precision,0.5675675675675675
DNN,13,STTC,Recall,0.2236024844720497
DNN,13,STTC,Specificity,0.9824385348720521
DNN,13,STTC,F1 score,0.32558139534883723
DNN,14,NORM,Precision,0.7160096540627514
DNN,14,NORM,Recall,0.959375
DNN,14,NORM,Specificity,0.7093311312964492
DNN,14,NORM,F1 score,0.8239531742458353
DNN,14,CD,Precision,0.6304801670146137
DNN,14,CD,Recall,0.8788732394366198
DNN,14,CD,Specificity,0.8971861471861472
DNN,14,CD,F1 score,0.7413793103448276
DNN,14,HYP,Precision,0.6349206349206349
DNN,14,HYP,Recall,0.5416666666666666
DNN,14,HYP,Specificity,0.9643402954661233
DNN,14,HYP,F1 score,0.5940054495912807
DNN,14,MI,Precision,0.4393939393939394
DNN,14,MI,Recall,0.5358649789029536
DNN,14,MI,Specificity,0.9224612306153076
DNN,14,MI,F1 score,0.48822269807280516
DNN,14,STTC,Precision,0.5694444444444444
DNN,14,STTC,Recall,0.22459893048128343
DNN,14,STTC,Specificity,0.9825610363726955
DNN,14,STTC,F1 score,0.3271375464684015
DNN,15,NORM,Precision,0.7168724279835391
DNN,15,NORM,Recall,0.9597523219814241
DNN,15,NORM,Specificity,0.7098360655737705
DNN,15,NORM,F1 score,0.8239700374531835
DNN,15,CD,Precision,0.6311787072243346
DNN,15,CD,Recall,0.8789473684210526
DNN,15,CD,Specificity,0.8972375690607735
DNN,15,CD,F1 score,0.7415990730011588
DNN,15,HYP,Precision,0.6358381502890174
DNN,15,HYP,Recall,0.5440414507772021
DNN,15,HYP,Specificity,0.9645390070921985
DNN,15,HYP,F1 score,0.5949008498583569
DNN,15,MI,Precision,0.43951612903225806
DNN,15,MI,Recall,0.5365853658536586
DNN,15,MI,Specificity,0.9225316455696203
DNN,15,MI,F1 score,0.4884210526315789
DNN,15,STTC,Precision,0.5733333333333334
DNN,15,STTC,Recall,0.22564102564102564
DNN,15,STTC,Specificity,0.9826043737574552
DNN,15,STTC,F1 score,0.32727272727272727
DNN,16,NORM,Precision,0.71699604743083
DNN,16,NORM,Recall,0.9598796389167502
DNN,16,NORM,Specificity,0.7098919368246052
DNN,16,NORM,F1 score,0.8240302743614002
DNN,16,CD,Precision,0.6330097087378641
DNN,16,CD,Recall,0.8802083333333334
DNN,16,CD,Specificity,0.8972527472527473
DNN,16,CD,F1 score,0.7416481069042317
DNN,16,HYP,Precision,0.6363636363636364
DNN,16,HYP,Recall,0.5446428571428571
DNN,16,HYP,Specificity,0.9645390070921985
DNN,16,HYP,F1 score,0.5951742627345844
DNN,16,MI,Precision,0.44061302681992337
DNN,16,MI,Recall,0.5377358490566038
DNN,16,MI,Specificity,0.9228441754916793
DNN,16,MI,F1 score,0.48878923766816146
DNN,16,STTC,Precision,0.575
DNN,16,STTC,Recall,0.22613065326633167
DNN,16,STTC,Specificity,0.9826302729528535
DNN,16,STTC,F1 score,0.3275862068965517
DNN,17,NORM,Precision,0.717408274785324
DNN,17,NORM,Recall,0.96051227321238
DNN,17,NORM,Specificity,0.7101086048454469
DNN,17,NORM,F1 score,0.8242368177613321
DNN,17,CD,Precision,0.6331236897274634
DNN,17,CD,Recall,0.8807588075880759
DNN,17,CD,Specificity,0.8974780701754386
DNN,17,CD,F1 score,0.7424593967517401
DNN,17,HYP,Precision,0.6368159203980099
DNN,17,HYP,Recall,0.547085201793722
DNN,17,HYP,Specificity,0.9646643109540636
DNN,17,HYP,F1 score,0.5968586387434555
DNN,17,MI,Precision,0.4418604651162791
DNN,17,MI,Recall,0.5380952380952381
DNN,17,MI,Specificity,0.9230769230769231
DNN,17,MI,F1 score,0.4909456740442656
DNN,17,STTC,Precision,0.575
DNN,17,STTC,Recall,0.2261904761904762
DNN,17,STTC,Specificity,0.9826474962816063
DNN,17,STTC,F1 score,0.328
DNN,18,NORM,Precision,0.7175273865414711
DNN,18,NORM,Recall,0.9605809128630706
DNN,18,NORM,Specificity,0.71033360455655
DNN,18,NORM,F1 score,0.8244274809160306
DNN,18,CD,Precision,0.6333333333333333
DNN,18,CD,Recall,0.8809523809523809
DNN,18,CD,Specificity,0.8975054229934925
DNN,18,CD,F1 score,0.7429274292742928
DNN,18,HYP,Precision,0.6374269005847953
DNN,18,HYP,Recall,0.5475113122171946
DNN,18,HYP,Specificity,0.9647177419354839
DNN,18,HYP,F1 score,0.5969387755102041
DNN,18,MI,Precision,0.4419475655430712
DNN,18,MI,Recall,0.5390946502057613
DNN,18,MI,Specificity,0.9232710752145381
DNN,18,MI,F1 score,0.49209932279909707
DNN,18,STTC,Precision,0.5753424657534246
DNN,18,STTC,Recall,0.22702702702702704
DNN,18,STTC,Specificity,0.9827160493827161
DNN,18,STTC,F1 score,0.33070866141732286
DNN,19,NORM,Precision,0.7176843774781919
DNN,19,NORM,Recall,0.9607032057911065
DNN,19,NORM,Specificity,0.7105901374292644
DNN,19,NORM,F1 score,0.8246013667425968
DNN,19,CD,Precision,0.6334661354581673
DNN,19,CD,Recall,0.8810126582278481
DNN,19,CD,Specificity,0.8978583196046128
DNN,19,CD,F1 score,0.7430555555555556
DNN,19,HYP,Precision,0.6378378378378379
DNN,19,HYP,Recall,0.5478260869565217
DNN,19,HYP,Specificity,0.9648064353946707
DNN,19,HYP,F1 score,0.5977011494252874
DNN,19,MI,Precision,0.44223107569721115
DNN,19,MI,Recall,0.5395348837209303
DNN,19,MI,Specificity,0.9232710752145381
DNN,19,MI,F1 score,0.4924406047516199
DNN,19,STTC,Precision,0.5789473684210527
DNN,19,STTC,Recall,0.22727272727272727
DNN,19,STTC,Specificity,0.9828934506353861
DNN,19,STTC,F1 score,0.33183856502242154
DNN,20,NORM,Precision,0.7177672955974843
DNN,20,NORM,Recall,0.9607218683651805
DNN,20,NORM,Specificity,0.7107438016528925
DNN,20,NORM,F1 score,0.8246663598711459
DNN,20,CD,Precision,0.6336633663366337
DNN,20,CD,Recall,0.8812154696132597
DNN,20,CD,Specificity,0.897914379802415
DNN,20,CD,F1 score,0.7431952662721893
DNN,20,HYP,Precision,0.6378378378378379
DNN,20,HYP,Recall,0.5486725663716814
DNN,20,HYP,Specificity,0.9648770697441044
DNN,20,HYP,F1 score,0.5977011494252874
DNN,20,MI,Precision,0.4426877470355731
DNN,20,MI,Recall,0.5410628019323671
DNN,20,MI,Specificity,0.9234256926952141
DNN,20,MI,F1 score,0.4924406047516199
DNN,20,STTC,Precision,0.5802469135802469
DNN,20,STTC,Recall,0.22826086956521738
DNN,20,STTC,Specificity,0.9830508474576272
DNN,20,STTC,F1 score,0.3318777292576419
DNN,21,NORM,Precision,0.7179080824088748
DNN,21,NORM,Recall,0.9607438016528925
DNN,21,NORM,Specificity,0.710950080515298
DNN,21,NORM,F1 score,0.8248337028824834
DNN,21,CD,Precision,0.6339622641509434
DNN,21,CD,Recall,0.8815426997245179
DNN,21,CD,Specificity,0.897970378496983
DNN,21,CD,F1 score,0.7435233160621761
DNN,21,HYP,Precision,0.639344262295082
DNN,21,HYP,Recall,0.5497630331753555
DNN,21,HYP,Specificity,0.964964964964965
DNN,21,HYP,F1 score,0.5984251968503937
DNN,21,MI,Precision,0.44313725490196076
DNN,21,MI,Recall,0.5414634146341464
DNN,21,MI,Specificity,0.9234642497482377
DNN,21,MI,F1 score,0.4933920704845815
DNN,21,STTC,Precision,0.5806451612903226
DNN,21,STTC,Recall,0.2289156626506024
DNN,21,STTC,Specificity,0.9830508474576272
DNN,21,STTC,F1 score,0.33191489361702126
DNN,22,NORM,Precision,0.7179282868525897
DNN,22,NORM,Recall,0.9607438016528925
DNN,22,NORM,Specificity,0.7110741049125728
DNN,22,NORM,F1 score,0.8249097472924187
DNN,22,CD,Precision,0.6348884381338742
DNN,22,CD,Recall,0.8817733990147784
DNN,22,CD,Specificity,0.897970378496983
DNN,22,CD,F1 score,0.7442922374429224
DNN,22,HYP,Precision,0.6402116402116402
DNN,22,HYP,Recall,0.5497835497835498
DNN,22,HYP,Specificity,0.9649824912456229
DNN,22,HYP,F1 score,0.5985037406483791
DNN,22,MI,Precision,0.44528301886792454
DNN,22,MI,Recall,0.5416666666666666
DNN,22,MI,Specificity,0.923582995951417
DNN,22,MI,F1 score,0.4942263279445728
DNN,22,STTC,Precision,0.581081081081081
DNN,22,STTC,Recall,0.22905027932960895
DNN,22,STTC,Specificity,0.9830592924763328
DNN,22,STTC,F1 score,0.33204633204633205
DNN,23,NORM,Precision,0.7179282868525897
DNN,23,NORM,Recall,0.9607438016528925
DNN,23,NORM,Specificity,0.7112
DNN,23,NORM,F1 score,0.8251242657026661
DNN,23,CD,Precision,0.6352705410821643
DNN,23,CD,Recall,0.8820224719101124
DNN,23,CD,Specificity,0.8980245595301655
DNN,23,CD,F1 score,0.7443519619500595
DNN,23,HYP,Precision,0.6404494382022472
DNN,23,HYP,Recall,0.55
DNN,23,HYP,Specificity,0.9649901380670611
DNN,23,HYP,F1 score,0.5989304812834224
DNN,23,MI,Precision,0.44534412955465585
DNN,23,MI,Recall,0.5426008968609866
DNN,23,MI,Specificity,0.9239294710327456
DNN,23,MI,F1 score,0.4943820224719101
DNN,23,STTC,Precision,0.5822784810126582
DNN,23,STTC,Recall,0.22941176470588234
DNN,23,STTC,Specificity,0.9830677290836654
DNN,23,STTC,F1 score,0.33204633204633205
DNN,24,NORM,Precision,0.717948717948718
DNN,24,NORM,Recall,0.9608465608465608
DNN,24,NORM,Specificity,0.7112903225806452
DNN,24,NORM,F1 score,0.8252069917203312
DNN,24,CD,Precision,0.6361829025844931
DNN,24,CD,Recall,0.882051282051282
DNN,24,CD,Specificity,0.8981937602627258
DNN,24,CD,F1 score,0.7449664429530202
DNN,24,HYP,Precision,0.6404494382022472
DNN,24,HYP,Recall,0.5502392344497608
DNN,24,HYP,Specificity,0.9650872817955112
DNN,24,HYP,F1 score,0.5990566037735849
DNN,24,MI,Precision,0.4456140350877193
DNN,24,MI,Recall,0.54337899543379
DNN,24,MI,Specificity,0.9240121580547113
DNN,24,MI,F1 score,0.49612403100775193
DNN,24,STTC,Precision,0.5822784810126582
DNN,24,STTC,Recall,0.22950819672131148
DNN,24,STTC,Specificity,0.9830761572921851
DNN,24,STTC,F1 score,0.33210332103321033
DNN,25,NORM,Precision,0.718408736349454
DNN,25,NORM,Recall,0.9609292502639916
DNN,25,NORM,Specificity,0.7119047619047619
DNN,25,NORM,F1 score,0.8254695373339441
DNN,25,CD,Precision,0.6363636363636364
DNN,25,CD,Recall,0.8822055137844611
DNN,25,CD,Specificity,0.8986301369863013
DNN,25,CD,F1 score,0.7449664429530202
DNN,25,HYP,Precision,0.6405228758169934
DNN,25,HYP,Recall,0.5506607929515418
DNN,25,HYP,Specificity,0.9651162790697675
DNN,25,HYP,F1 score,0.5994397759103641
DNN,25,MI,Precision,0.44621513944223107
DNN,25,MI,Recall,0.5436893203883495
DNN,25,MI,Specificity,0.9240506329113924
DNN,25,MI,F1 score,0.496551724137931
DNN,25,STTC,Precision,0.5833333333333334
DNN,25,STTC,Recall,0.22994652406417113
DNN,25,STTC,Specificity,0.9831181727904668
DNN,25,STTC,F1 score,0.3333333333333333
DNN,26,NORM,Precision,0.718923198733175
DNN,26,NORM,Recall,0.9609292502639916
DNN,26,NORM,Specificity,0.7120843471208435
DNN,26,NORM,F1 score,0.8256029684601113
DNN,26,CD,Precision,0.6374501992031872
DNN,26,CD,Recall,0.8829268292682927
DNN,26,CD,Specificity,0.8987341772151899
DNN,26,CD,F1 score,0.7452380952380953
DNN,26,HYP,Precision,0.640625
DNN,26,HYP,Recall,0.5507246376811594
DNN,26,HYP,Specificity,0.965191447041273
DNN,26,HYP,F1 score,0.6
DNN,26,MI,Precision,0.4468864468864469
DNN,26,MI,Recall,0.5446009389671361
DNN,26,MI,Specificity,0.9240824534942182
DNN,26,MI,F1 score,0.49667405764966743
DNN,26,STTC,Precision,0.5833333333333334
DNN,26,STTC,Recall,0.23030303030303031
DNN,26,STTC,Specificity,0.9831265508684863
DNN,26,STTC,F1 score,0.3346938775510204
DNN,27,NORM,Precision,0.7191188040912667
DNN,27,NORM,Recall,0.9610655737704918
DNN,27,NORM,Specificity,0.7121831561733443
DNN,27,NORM,F1 score,0.8256227758007118
DNN,27,CD,Precision,0.639763779527559
DNN,27,CD,Recall,0.8831168831168831
DNN,27,CD,Specificity,0.8987547374120195
DNN,27,CD,F1 score,0.7454954954954955
DNN,27,HYP,Precision,0.6407185628742516
DNN,27,HYP,Recall,0.5508021390374331
DNN,27,HYP,Specificity,0.965270684371808
DNN,27,HYP,F1 score,0.6005509641873278
DNN,27,MI,Precision,0.44696969696969696
DNN,27,MI,Recall,0.5446428571428571
DNN,27,MI,Specificity,0.9240890688259109
DNN,27,MI,F1 score,0.4968421052631579
DNN,27,STTC,Precision,0.5833333333333334
DNN,27,STTC,Recall,0.2303370786516854
DNN,27,STTC,Specificity,0.9831265508684863
DNN,27,STTC,F1 score,0.33480176211453744
DNN,28,NORM,Precision,0.7193263833199679
DNN,28,NORM,Recall,0.961093585699264
DNN,28,NORM,Specificity,0.7123287671232876
DNN,28,NORM,F1 score,0.8258299226921327
DNN,28,CD,Precision,0.6398390342052314
DNN,28,CD,Recall,0.8833333333333333
DNN,28,CD,Specificity,0.8988950276243094
DNN,28,CD,F1 score,0.7456445993031359
DNN,28,HYP,Precision,0.6410256410256411
DNN,28,HYP,Recall,0.5527638190954773
DNN,28,HYP,Specificity,0.9652917505030181
DNN,28,HYP,F1 score,0.6015037593984962
DNN,28,MI,Precision,0.44715447154471544
DNN,28,MI,Recall,0.5449438202247191
DNN,28,MI,Specificity,0.9243404678944749
DNN,28,MI,F1 score,0.4968421052631579
DNN,28,STTC,Precision,0.5842696629213483
DNN,28,STTC,Recall,0.2303370786516854
DNN,28,STTC,Specificity,0.9831516352824579
DNN,28,STTC,F1 score,0.3373493975903614
DNN,29,NORM,Precision,0.7193675889328063
DNN,29,NORM,Recall,0.9611451942740287
DNN,29,NORM,Specificity,0.7125796178343949
DNN,29,NORM,F1 score,0.8258478460128322
DNN,29,CD,Precision,0.64
DNN,29,CD,Recall,0.8835227272727273
DNN,29,CD,Specificity,0.8989623156744948
DNN,29,CD,F1 score,0.7461024498886414
DNN,29,HYP,Precision,0.6417112299465241
DNN,29,HYP,Recall,0.5529953917050692
DNN,29,HYP,Specificity,0.965412004069176
DNN,29,HYP,F1 score,0.6016713091922006
DNN,29,MI,Precision,0.4473684210526316
DNN,29,MI,Recall,0.5450643776824035
DNN,29,MI,Specificity,0.9244126659856997
DNN,29,MI,F1 score,0.4968944099378882
DNN,29,STTC,Precision,0.5844155844155844
DNN,29,STTC,Recall,0.23036649214659685
DNN,29,STTC,Specificity,0.9831849653808111
DNN,29,STTC,F1 score,0.3373493975903614
DNN,30,NORM,Precision,0.719435736677116
DNN,30,NORM,Recall,0.9612711022840119
DNN,30,NORM,Specificity,0.7127659574468085
DNN,30,NORM,F1 score,0.8259561667382896
DNN,30,CD,Precision,0.6400817995910021
DNN,30,CD,Recall,0.8839779005524862
DNN,30,CD,Specificity,0.8991780821917809
DNN,30,CD,F1 score,0.7461629279811098
DNN,30,HYP,Precision,0.6419753086419753
DNN,30,HYP,Recall,0.5531914893617021
