predictor,n,diagnosis,score_fun,score
DNN,6,NORM,Precision,0.6868840030326004
DNN,6,NORM,Recall,0.9655521783181358
DNN,6,NORM,Specificity,0.6643192488262911
DNN,6,NORM,F1 score,0.8059033989266547
DNN,6,CD,Precision,0.5311973018549747
DNN,6,CD,Recall,0.8970189701897019
DNN,6,CD,Specificity,0.8424847476428176
DNN,6,CD,F1 score,0.6723044397463002
DNN,6,HYP,Precision,0.47575757575757577
DNN,6,HYP,Recall,0.7214611872146118
DNN,6,HYP,Specificity,0.9141135107985937
DNN,6,HYP,F1 score,0.5851703406813628
DNN,6,MI,Precision,0.425
DNN,6,MI,Recall,0.4195121951219512
DNN,6,MI,Specificity,0.9328621908127208
DNN,6,MI,F1 score,0.43317972350230416
DNN,6,STTC,Precision,0.49635036496350365
DNN,6,STTC,Recall,0.3373493975903614
DNN,6,STTC,Specificity,0.9681116093672147
DNN,6,STTC,F1 score,0.41379310344827586
DNN,7,NORM,Precision,0.6874518860662048
DNN,7,NORM,Recall,0.9655870445344129
DNN,7,NORM,Specificity,0.6652789342214821
DNN,7,NORM,F1 score,0.8061178587494376
DNN,7,CD,Precision,0.5330188679245284
DNN,7,CD,Recall,0.8974358974358975
DNN,7,CD,Specificity,0.8425976884975234
DNN,7,CD,F1 score,0.6723585912486659
DNN,7,HYP,Precision,0.47633136094674555
DNN,7,HYP,Recall,0.7256637168141593
DNN,7,HYP,Specificity,0.9142567224759005
DNN,7,HYP,F1 score,0.5882352941176471
DNN,7,MI,Precision,0.4253393665158371
DNN,7,MI,Recall,0.4224137931034483
DNN,7,MI,Specificity,0.9335
DNN,7,MI,F1 score,0.43672456575682383
DNN,7,STTC,Precision,0.5
DNN,7,STTC,Recall,0.34285714285714286
DNN,7,STTC,Specificity,0.9681433549029368
DNN,7,STTC,F1 score,0.4175084175084175
DNN,8,NORM,Precision,0.6880597014925374
DNN,8,NORM,Recall,0.9659090909090909
DNN,8,NORM,Specificity,0.6658692185007975
DNN,8,NORM,F1 score,0.8065226972234465
DNN,8,CD,Precision,0.5332167832167832
DNN,8,CD,Recall,0.8975609756097561
DNN,8,CD,Specificity,0.8432876712328767
DNN,8,CD,F1 score,0.6737513283740701
DNN,8,HYP,Precision,0.4766666666666667
DNN,8,HYP,Recall,0.7268292682926829
DNN,8,HYP,Specificity,0.914443885254152
DNN,8,HYP,F1 score,0.589247311827957
DNN,8,MI,Precision,0.4263959390862944
DNN,8,MI,Recall,0.42386831275720166
DNN,8,MI,Specificity,0.9337044534412956
DNN,8,MI,F1 score,0.4372093023255814
DNN,8,STTC,Precision,0.5
DNN,8,STTC,Recall,0.34615384615384615
DNN,8,STTC,Specificity,0.9681750372948782
DNN,8,STTC,F1 score,0.4199288256227758
DNN,9,NORM,Precision,0.6883116883116883
DNN,9,NORM,Recall,0.9659090909090909
DNN,9,NORM,Specificity,0.6677265500794912
DNN,9,NORM,F1 score,0.8067675868210151
DNN,9,CD,Precision,0.533442088091354
DNN,9,CD,Recall,0.8979057591623036
DNN,9,CD,Specificity,0.8439051296194153
DNN,9,CD,F1 score,0.6744432661717922
DNN,9,HYP,Precision,0.47674418604651164
DNN,9,HYP,Recall,0.7276785714285714
DNN,9,HYP,Specificity,0.9145
DNN,9,HYP,F1 score,0.5894736842105263
DNN,9,MI,Precision,0.4267241379310345
DNN,9,MI,Recall,0.4260089686098655
DNN,9,MI,Specificity,0.9339095068632435
DNN,9,MI,F1 score,0.4380952380952381
DNN,9,STTC,Precision,0.5096153846153846
DNN,9,STTC,Recall,0.34759358288770054
DNN,9,STTC,Specificity,0.9682382133995037
DNN,9,STTC,F1 score,0.4230769230769231
DNN,10,NORM,Precision,0.6885369532428356
DNN,10,NORM,Recall,0.9665271966527197
DNN,10,NORM,Specificity,0.6682501979414094
DNN,10,NORM,F1 score,0.8077260755048288
DNN,10,CD,Precision,0.5336700336700336
DNN,10,CD,Recall,0.8980716253443526
DNN,10,CD,Specificity,0.843956043956044
DNN,10,CD,F1 score,0.674468085106383
DNN,10,HYP,Precision,0.47770700636942676
DNN,10,HYP,Recall,0.7276785714285714
DNN,10,HYP,Specificity,0.914969450101833
DNN,10,HYP,F1 score,0.58984375
DNN,10,MI,Precision,0.42735042735042733
DNN,10,MI,Recall,0.42727272727272725
DNN,10,MI,Specificity,0.9339384770549672
DNN,10,MI,F1 score,0.4382284382284382
DNN,10,STTC,Precision,0.512
DNN,10,STTC,Recall,0.34831460674157305
DNN,10,STTC,Specificity,0.9683734939759037
DNN,10,STTC,F1 score,0.4232081911262799
DNN,11,NORM,Precision,0.6885496183206107
DNN,11,NORM,Recall,0.9666329625884732
DNN,11,NORM,Specificity,0.6688206785137318
DNN,11,NORM,F1 score,0.8082437275985663
DNN,11,CD,Precision,0.5339130434782609
DNN,11,CD,Recall,0.8980716253443526
DNN,11,CD,Specificity,0.844542447629548
DNN,11,CD,F1 score,0.674468085106383
DNN,11,HYP,Precision,0.4778156996587031
DNN,11,HYP,Recall,0.7280701754385965
DNN,11,HYP,Specificity,0.9153225806451613
DNN,11,HYP,F1 score,0.5908256880733945
DNN,11,MI,Precision,0.42857142857142855
DNN,11,MI,Recall,0.42857142857142855
DNN,11,MI,Specificity,0.9341377576671694
DNN,11,MI,F1 score,0.4382284382284382
DNN,11,STTC,Precision,0.5130434782608696
DNN,11,STTC,Recall,0.3485714285714286
DNN,11,STTC,Specificity,0.968436873747495
DNN,11,STTC,F1 score,0.42424242424242425
DNN,12,NORM,Precision,0.689445709946849
DNN,12,NORM,Recall,0.966839378238342
DNN,12,NORM,Specificity,0.6688364524003255
DNN,12,NORM,F1 score,0.8087719298245614
DNN,12,CD,Precision,0.5340314136125655
DNN,12,CD,Recall,0.8983957219251337
DNN,12,CD,Specificity,0.8449023861171366
DNN,12,CD,F1 score,0.6751322751322751
DNN,12,HYP,Precision,0.48220064724919093
DNN,12,HYP,Recall,0.7292576419213974
DNN,12,HYP,Specificity,0.9153306613226453
DNN,12,HYP,F1 score,0.590990990990991
DNN,12,MI,Precision,0.4292682926829268
DNN,12,MI,Recall,0.42857142857142855
DNN,12,MI,Specificity,0.9343177189409368
DNN,12,MI,F1 score,0.4385026737967914
DNN,12,STTC,Precision,0.5130434782608696
DNN,12,STTC,Recall,0.3493975903614458
DNN,12,STTC,Specificity,0.968609865470852
DNN,12,STTC,F1 score,0.42657342657342656
DNN,13,NORM,Precision,0.69
DNN,13,NORM,Recall,0.9668674698795181
DNN,13,NORM,Specificity,0.6688578471651603
DNN,13,NORM,F1 score,0.8088495575221238
DNN,13,CD,Precision,0.5353535353535354
DNN,13,CD,Recall,0.8987012987012987
DNN,13,CD,Specificity,0.8454842219804135
DNN,13,CD,F1 score,0.6762430939226519
DNN,13,HYP,Precision,0.4831804281345566
DNN,13,HYP,Recall,0.7298578199052133
DNN,13,HYP,Specificity,0.9154577288644322
DNN,13,HYP,F1 score,0.5928853754940712
DNN,13,MI,Precision,0.42995169082125606
DNN,13,MI,Recall,0.42920353982300885
DNN,13,MI,Specificity,0.9343434343434344
DNN,13,MI,F1 score,0.4386792452830189
DNN,13,STTC,Precision,0.5153846153846153
DNN,13,STTC,Recall,0.35
DNN,13,STTC,Specificity,0.9686411149825784
DNN,13,STTC,F1 score,0.42704626334519574
DNN,14,NORM,Precision,0.6900887573964497
DNN,14,NORM,Recall,0.9669421487603306
DNN,14,NORM,Specificity,0.6691297208538588
DNN,14,NORM,F1 score,0.8090385467434648
DNN,14,CD,Precision,0.5353535353535354
DNN,14,CD,Recall,0.898936170212766
DNN,14,CD,Specificity,0.8457020822210358
DNN,14,CD,F1 score,0.6762589928057554
DNN,14,HYP,Precision,0.48338368580060426
DNN,14,HYP,Recall,0.73
DNN,14,HYP,Specificity,0.9156075241484494
DNN,14,HYP,F1 score,0.5936254980079682
DNN,14,MI,Precision,0.43
DNN,14,MI,Recall,0.42924528301886794
DNN,14,MI,Specificity,0.9343765774861181
DNN,14,MI,F1 score,0.43914081145584727
DNN,14,STTC,Precision,0.5177304964539007
DNN,14,STTC,Recall,0.35
DNN,14,STTC,Specificity,0.9688427299703264
DNN,14,STTC,F1 score,0.42857142857142855
DNN,15,NORM,Precision,0.6901960784313725
DNN,15,NORM,Recall,0.9672650475184794
DNN,15,NORM,Specificity,0.6696944673823286
DNN,15,NORM,F1 score,0.8091809180918091
DNN,15,CD,Precision,0.5355285961871751
DNN,15,CD,Recall,0.8989637305699482
DNN,15,CD,Specificity,0.8458646616541353
DNN,15,CD,F1 score,0.6762589928057554
DNN,15,HYP,Precision,0.4851190476190476
DNN,15,HYP,Recall,0.7302325581395349
DNN,15,HYP,Specificity,0.9157049673858505
DNN,15,HYP,F1 score,0.5942622950819673
DNN,15,MI,Precision,0.4318181818181818
DNN,15,MI,Recall,0.4292682926829268
DNN,15,MI,Specificity,0.9347496206373292
DNN,15,MI,F1 score,0.4398148148148148
DNN,15,STTC,Precision,0.5210084033613446
DNN,15,STTC,Recall,0.3522727272727273
DNN,15,STTC,Specificity,0.9689502217841302
DNN,15,STTC,F1 score,0.42902208201892744
DNN,16,NORM,Precision,0.6903323262839879
DNN,16,NORM,Recall,0.9674267100977199
DNN,16,NORM,Specificity,0.6709677419354839
DNN,16,NORM,F1 score,0.8091954022988506
DNN,16,CD,Precision,0.5360824742268041
DNN,16,CD,Recall,0.8997289972899729
DNN,16,CD,Specificity,0.8458998348926803
DNN,16,CD,F1 score,0.6763185108583247
DNN,16,HYP,Precision,0.48534201954397393
DNN,16,HYP,Recall,0.7309417040358744
DNN,16,HYP,Specificity,0.9159919028340081
DNN,16,HYP,F1 score,0.5946969696969697
DNN,16,MI,Precision,0.431924882629108
DNN,16,MI,Recall,0.4305555555555556
DNN,16,MI,Specificity,0.9348484848484848
DNN,16,MI,F1 score,0.44028103044496486
DNN,16,STTC,Precision,0.5217391304347826
DNN,16,STTC,Recall,0.355
DNN,16,STTC,Specificity,0.9689502217841302
DNN,16,STTC,F1 score,0.4295774647887324
DNN,17,NORM,Precision,0.6910876132930514
DNN,17,NORM,Recall,0.9675126903553299
DNN,17,NORM,Specificity,0.6712328767123288
DNN,17,NORM,F1 score,0.8094420600858369
DNN,17,CD,Precision,0.5363636363636364
DNN,17,CD,Recall,0.9
DNN,17,CD,Specificity,0.846364133406233
DNN,17,CD,F1 score,0.6768893756845564
DNN,17,HYP,Precision,0.4858156028368794
DNN,17,HYP,Recall,0.7312775330396476
DNN,17,HYP,Specificity,0.9159959758551308
DNN,17,HYP,F1 score,0.5958254269449715
DNN,17,MI,Precision,0.4321608040201005
DNN,17,MI,Recall,0.430622009569378
DNN,17,MI,Specificity,0.9350583460172501
DNN,17,MI,F1 score,0.4408352668213457
DNN,17,STTC,Precision,0.5229357798165137
DNN,17,STTC,Recall,0.35542168674698793
DNN,17,STTC,Specificity,0.9690154922538731
DNN,17,STTC,F1 score,0.43223443223443225
DNN,18,NORM,Precision,0.6912442396313364
DNN,18,NORM,Recall,0.9675732217573222
DNN,18,NORM,Specificity,0.6715927750410509
DNN,18,NORM,F1 score,0.8097995545657015
DNN,18,CD,Precision,0.5363790186125211
DNN,18,CD,Recall,0.9002849002849003
DNN,18,CD,Specificity,0.8464070213933077
DNN,18,CD,F1 score,0.677720207253886
DNN,18,HYP,Precision,0.4869281045751634
DNN,18,HYP,Recall,0.732620320855615
DNN,18,HYP,Specificity,0.9160732451678535
DNN,18,HYP,F1 score,0.5959183673469388
DNN,18,MI,Precision,0.4329004329004329
DNN,18,MI,Recall,0.43103448275862066
DNN,18,MI,Specificity,0.9350912778904665
DNN,18,MI,F1 score,0.4412470023980815
DNN,18,STTC,Precision,0.5238095238095238
DNN,18,STTC,Recall,0.3559322033898305
DNN,18,STTC,Specificity,0.969077306733167
DNN,18,STTC,F1 score,0.43356643356643354
DNN,19,NORM,Precision,0.691553544494721
DNN,19,NORM,Recall,0.9676113360323887
DNN,19,NORM,Specificity,0.6716541978387365
DNN,19,NORM,F1 score,0.8098434004474273
DNN,19,CD,Precision,0.5367047308319739
DNN,19,CD,Recall,0.9015151515151515
DNN,19,CD,Specificity,0.8465723612622416
DNN,19,CD,F1 score,0.678
DNN,19,HYP,Precision,0.4872611464968153
DNN,19,HYP,Recall,0.7339901477832512
DNN,19,HYP,Specificity,0.9162039374053509
DNN,19,HYP,F1 score,0.5976095617529881
DNN,19,MI,Precision,0.43333333333333335
DNN,19,MI,Recall,0.43137254901960786
DNN,19,MI,Specificity,0.9354354354354354
DNN,19,MI,F1 score,0.4413145539906103
DNN,19,STTC,Precision,0.5254237288135594
DNN,19,STTC,Recall,0.3567567567567568
DNN,19,STTC,Specificity,0.9690927218344965
DNN,19,STTC,F1 score,0.4342105263157895
DNN,20,NORM,Precision,0.691699604743083
DNN,20,NORM,Recall,0.9677083333333333
DNN,20,NORM,Specificity,0.672
DNN,20,NORM,F1 score,0.8099322799097065
DNN,20,CD,Precision,0.5379426644182125
DNN,20,CD,Recall,0.9020100502512562
DNN,20,CD,Specificity,0.8467072495849475
DNN,20,CD,F1 score,0.6781609195402298
DNN,20,HYP,Precision,0.4887459807073955
DNN,20,HYP,Recall,0.7342342342342343
DNN,20,HYP,Specificity,0.9164133738601824
DNN,20,HYP,F1 score,0.597979797979798
DNN,20,MI,Precision,0.4337899543378995
DNN,20,MI,Recall,0.43386243386243384
DNN,20,MI,Specificity,0.9356310187531678
DNN,20,MI,F1 score,0.44150110375275936
DNN,20,STTC,Precision,0.5267175572519084
DNN,20,STTC,Recall,0.35714285714285715
DNN,20,STTC,Specificity,0.969208211143695
DNN,20,STTC,F1 score,0.4344569288389513
DNN,21,NORM,Precision,0.6917293233082706
DNN,21,NORM,Recall,0.9677754677754677
DNN,21,NORM,Specificity,0.6725293132328308
DNN,21,NORM,F1 score,0.8102288021534321
DNN,21,CD,Precision,0.5385964912280702
DNN,21,CD,Recall,0.9023136246786633
DNN,21,CD,Specificity,0.8472070098576122
DNN,21,CD,F1 score,0.6797385620915033
DNN,21,HYP,Precision,0.48936170212765956
DNN,21,HYP,Recall,0.7354497354497355
DNN,21,HYP,Specificity,0.9166666666666666
DNN,21,HYP,F1 score,0.5980582524271845
DNN,21,MI,Precision,0.4339622641509434
DNN,21,MI,Recall,0.4339622641509434
DNN,21,MI,Specificity,0.9356486210418795
DNN,21,MI,F1 score,0.4418052256532066
DNN,21,STTC,Precision,0.528
DNN,21,STTC,Recall,0.35714285714285715
DNN,21,STTC,Specificity,0.9692154915590864
DNN,21,STTC,F1 score,0.43564356435643564
DNN,22,NORM,Precision,0.6925395629238885
DNN,22,NORM,Recall,0.9678756476683937
DNN,22,NORM,Specificity,0.6726677577741408
DNN,22,NORM,F1 score,0.8102475032566218
DNN,22,CD,Precision,0.5402298850574713
DNN,22,CD,Recall,0.9024390243902439
DNN,22,CD,Specificity,0.8472906403940886
DNN,22,CD,F1 score,0.6802575107296137
DNN,22,HYP,Precision,0.48951048951048953
DNN,22,HYP,Recall,0.7363636363636363
DNN,22,HYP,Specificity,0.916751269035533
DNN,22,HYP,F1 score,0.5984251968503937
DNN,22,MI,Precision,0.4345991561181435
DNN,22,MI,Recall,0.4340425531914894
DNN,22,MI,Specificity,0.9357752132463623
DNN,22,MI,F1 score,0.4419134396355353
DNN,22,STTC,Precision,0.5289256198347108
DNN,22,STTC,Recall,0.3576158940397351
DNN,22,STTC,Specificity,0.9692232535417684
DNN,22,STTC,F1 score,0.4359861591695502
DNN,23,NORM,Precision,0.6928406466512702
DNN,23,NORM,Recall,0.9678756476683937
DNN,23,NORM,Specificity,0.6727574750830565
DNN,23,NORM,F1 score,0.8103525211958947
DNN,23,CD,Precision,0.540495867768595
DNN,23,CD,Recall,0.9025641025641026
DNN,23,CD,Specificity,0.8473282442748091
DNN,23,CD,F1 score,0.6809881847475833
DNN,23,HYP,Precision,0.48986486486486486
DNN,23,HYP,Recall,0.7373737373737373
DNN,23,HYP,Specificity,0.9170854271356784
DNN,23,HYP,F1 score,0.5992063492063492
DNN,23,MI,Precision,0.4349775784753363
DNN,23,MI,Recall,0.4342105263157895
DNN,23,MI,Specificity,0.9358452138492872
DNN,23,MI,F1 score,0.44221105527638194
DNN,23,STTC,Precision,0.5298507462686567
DNN,23,STTC,Recall,0.35795454545454547
DNN,23,STTC,Specificity,0.9692307692307692
DNN,23,STTC,F1 score,0.436241610738255
DNN,24,NORM,Precision,0.6928728875826599
DNN,24,NORM,Recall,0.9678988326848249
DNN,24,NORM,Specificity,0.6734033953112368
DNN,24,NORM,F1 score,0.8104286345558992
DNN,24,CD,Precision,0.5406779661016949
DNN,24,CD,Recall,0.9027777777777778
DNN,24,CD,Specificity,0.8473829201101928
DNN,24,CD,F1 score,0.6814345991561181
DNN,24,HYP,Precision,0.4899328859060403
DNN,24,HYP,Recall,0.7383177570093458
DNN,24,HYP,Specificity,0.9171686746987951
DNN,24,HYP,F1 score,0.6004140786749482
DNN,24,MI,Precision,0.4351851851851852
DNN,24,MI,Recall,0.43434343434343436
DNN,24,MI,Specificity,0.9360958562156765
DNN,24,MI,F1 score,0.4428904428904429
DNN,24,STTC,Precision,0.5304347826086957
DNN,24,STTC,Recall,0.3583815028901734
DNN,24,STTC,Specificity,0.9692460317460317
DNN,24,STTC,F1 score,0.43661971830985913
DNN,25,NORM,Precision,0.6929555895865237
DNN,25,NORM,Recall,0.9680170575692963
DNN,25,NORM,Specificity,0.6737880032867708
DNN,25,NORM,F1 score,0.8104517271922055
DNN,25,CD,Precision,0.5409556313993175
DNN,25,CD,Recall,0.9028571428571428
DNN,25,CD,Specificity,0.8474860335195531
DNN,25,CD,F1 score,0.681912681912682
DNN,25,HYP,Precision,0.49019607843137253
DNN,25,HYP,Recall,0.7385321100917431
DNN,25,HYP,Specificity,0.917258883248731
DNN,25,HYP,F1 score,0.6007326007326007
DNN,25,MI,Precision,0.4351851851851852
DNN,25,MI,Recall,0.4351851851851852
DNN,25,MI,Specificity,0.936180904522613
DNN,25,MI,F1 score,0.4433249370277078
DNN,25,STTC,Precision,0.5309734513274337
DNN,25,STTC,Recall,0.35858585858585856
DNN,25,STTC,Specificity,0.9693827160493828
DNN,25,STTC,F1 score,0.4367816091954023
DNN,26,NORM,Precision,0.6929755327545383
DNN,26,NORM,Recall,0.9680741503604532
DNN,26,NORM,Specificity,0.6738768718801996
DNN,26,NORM,F1 score,0.8105451295799821
DNN,26,CD,Precision,0.5409556313993175
DNN,26,CD,Recall,0.9028571428571428
DNN,26,CD,Specificity,0.8475509080902587
DNN,26,CD,F1 score,0.6827731092436975
DNN,26,HYP,Precision,0.49044585987261147
DNN,26,HYP,Recall,0.7387387387387387
DNN,26,HYP,Specificity,0.9174174174174174
DNN,26,HYP,F1 score,0.6007604562737643
DNN,26,MI,Precision,0.43564356435643564
DNN,26,MI,Recall,0.4351851851851852
DNN,26,MI,Specificity,0.936180904522613
DNN,26,MI,F1 score,0.4433734939759036
DNN,26,STTC,Precision,0.53125
DNN,26,STTC,Recall,0.358974358974359
DNN,26,STTC,Specificity,0.9694129255056734
DNN,26,STTC,F1 score,0.4369230769230769
DNN,27,NORM,Precision,0.6930618401206636
DNN,27,NORM,Recall,0.9682377049180327
DNN,27,NORM,Specificity,0.6739837398373983
DNN,27,NORM,F1 score,0.8105604446503011
DNN,27,CD,Precision,0.5411184210526315
DNN,27,CD,Recall,0.9032258064516129
DNN,27,CD,Specificity,0.8478379857690203
DNN,27,CD,F1 score,0.683083511777302
DNN,27,HYP,Precision,0.49056603773584906
DNN,27,HYP,Recall,0.7391304347826086
DNN,27,HYP,Specificity,0.9174174174174174
DNN,27,HYP,F1 score,0.6014760147601476
DNN,27,MI,Precision,0.4369369369369369
DNN,27,MI,Recall,0.4366812227074236
DNN,27,MI,Specificity,0.9362129583124058
DNN,27,MI,F1 score,0.4439252336448598
DNN,27,STTC,Precision,0.5317460317460317
DNN,27,STTC,Recall,0.358974358974359
DNN,27,STTC,Specificity,0.9694430754066042
DNN,27,STTC,F1 score,0.4375
DNN,28,NORM,Precision,0.6935105551211884
DNN,28,NORM,Recall,0.9683210137275607
DNN,28,NORM,Specificity,0.6740331491712708
DNN,28,NORM,F1 score,0.8107109879963066
DNN,28,CD,Precision,0.5411764705882353
DNN,28,CD,Recall,0.9033149171270718
DNN,28,CD,Specificity,0.8481359649122807
DNN,28,CD,F1 score,0.683090705487122
DNN,28,HYP,Precision,0.4906832298136646
DNN,28,HYP,Recall,0.7399103139013453
DNN,28,HYP,Specificity,0.9174540029835903
DNN,28,HYP,F1 score,0.6015625
DNN,28,MI,Precision,0.4375
DNN,28,MI,Recall,0.4372093023255814
DNN,28,MI,Specificity,0.9363219561895059
DNN,28,MI,F1 score,0.4444444444444444
DNN,28,STTC,Precision,0.5317460317460317
DNN,28,STTC,Recall,0.358974358974359
DNN,28,STTC,Specificity,0.9695456814777833
DNN,28,STTC,F1 score,0.4380952380952381
DNN,29,NORM,Precision,0.6942084942084942
DNN,29,NORM,Recall,0.968421052631579
DNN,29,NORM,Specificity,0.6741479634247715
DNN,29,NORM,F1 score,0.8108573890564412
DNN,29,CD,Precision,0.5413907284768212
DNN,29,CD,Recall,0.9034090909090909
DNN,29,CD,Specificity,0.8481646273637374
DNN,29,CD,F1 score,0.6833855799373041
DNN,29,HYP,Precision,0.49074074074074076
DNN,29,HYP,Recall,0.7405660377358491
DNN,29,HYP,Specificity,0.9176587301587301
DNN,29,HYP,F1 score,0.6015625
DNN,29,MI,Precision,0.4377880184331797
DNN,29,MI,Recall,0.4380952380952381
DNN,29,MI,Specificity,0.9364191251271617
DNN,29,MI,F1 score,0.4444444444444444
DNN,29,STTC,Precision,0.5327868852459017
DNN,29,STTC,Recall,0.35911602209944754
DNN,29,STTC,Specificity,0.9695481335952849
