predictor,n,diagnosis,score_fun,score
DNN,18,MI,F1 score,0.48699763593380613
DNN,18,STTC,Precision,0.5068493150684932
DNN,18,STTC,Recall,0.2864583333333333
DNN,18,STTC,Specificity,0.972180824639841
DNN,18,STTC,F1 score,0.37174721189591076
DNN,19,NORM,Precision,0.6755952380952381
DNN,19,NORM,Recall,0.9491525423728814
DNN,19,NORM,Specificity,0.6517857142857143
DNN,19,NORM,F1 score,0.7927046263345195
DNN,19,CD,Precision,0.6023166023166023
DNN,19,CD,Recall,0.8571428571428571
DNN,19,CD,Specificity,0.886027397260274
DNN,19,CD,F1 score,0.7123287671232876
DNN,19,HYP,Precision,0.5394736842105263
DNN,19,HYP,Recall,0.6411764705882353
DNN,19,HYP,Specificity,0.9375936095856215
DNN,19,HYP,F1 score,0.5954545454545455
DNN,19,MI,Precision,0.4830917874396135
DNN,19,MI,Recall,0.48034934497816595
DNN,19,MI,Specificity,0.941206284845413
DNN,19,MI,F1 score,0.48735632183908045
DNN,19,STTC,Precision,0.5084745762711864
DNN,19,STTC,Recall,0.2864583333333333
DNN,19,STTC,Specificity,0.9723456790123457
DNN,19,STTC,F1 score,0.37209302325581395
DNN,20,NORM,Precision,0.6757957068837898
DNN,20,NORM,Recall,0.9492600422832981
DNN,20,NORM,Specificity,0.6518578352180937
DNN,20,NORM,F1 score,0.7927046263345195
DNN,20,CD,Precision,0.6023622047244095
DNN,20,CD,Recall,0.8575129533678757
DNN,20,CD,Specificity,0.8866263070996148
DNN,20,CD,F1 score,0.7126436781609196
DNN,20,HYP,Precision,0.5396825396825397
DNN,20,HYP,Recall,0.6422018348623854
DNN,20,HYP,Specificity,0.9376884422110553
DNN,20,HYP,F1 score,0.5965770171149144
DNN,20,MI,Precision,0.4840182648401826
DNN,20,MI,Recall,0.4803921568627451
DNN,20,MI,Specificity,0.9413533834586466
DNN,20,MI,F1 score,0.48743718592964824
DNN,20,STTC,Precision,0.5086206896551724
DNN,20,STTC,Recall,0.28651685393258425
DNN,20,STTC,Specificity,0.9724172517552658
DNN,20,STTC,F1 score,0.37410071942446044
DNN,21,NORM,Precision,0.6765140324963073
DNN,21,NORM,Recall,0.9494438827098078
DNN,21,NORM,Specificity,0.6520351157222666
DNN,21,NORM,F1 score,0.792967032967033
DNN,21,CD,Precision,0.6025917926565875
DNN,21,CD,Recall,0.8575418994413407
DNN,21,CD,Specificity,0.8871681415929203
DNN,21,CD,F1 score,0.715261958997722
DNN,21,HYP,Precision,0.5396825396825397
DNN,21,HYP,Recall,0.6438356164383562
DNN,21,HYP,Specificity,0.9378159757330637
DNN,21,HYP,F1 score,0.5968109339407744
DNN,21,MI,Precision,0.48484848484848486
DNN,21,MI,Recall,0.48095238095238096
DNN,21,MI,Specificity,0.9415353329944077
DNN,21,MI,F1 score,0.48826291079812206
DNN,21,STTC,Precision,0.5106382978723404
DNN,21,STTC,Recall,0.2875816993464052
DNN,21,STTC,Specificity,0.9724545007378259
DNN,21,STTC,F1 score,0.375
DNN,22,NORM,Precision,0.6766917293233082
DNN,22,NORM,Recall,0.9495268138801262
DNN,22,NORM,Specificity,0.6522821576763486
DNN,22,NORM,F1 score,0.7933595456531236
DNN,22,CD,Precision,0.6026365348399246
DNN,22,CD,Recall,0.8579710144927536
DNN,22,CD,Specificity,0.8873775843307944
DNN,22,CD,F1 score,0.7152941176470589
DNN,22,HYP,Precision,0.5402298850574713
DNN,22,HYP,Recall,0.6448598130841121
DNN,22,HYP,Specificity,0.9378698224852071
DNN,22,HYP,F1 score,0.5972222222222222
DNN,22,MI,Precision,0.4852941176470588
DNN,22,MI,Recall,0.48148148148148145
DNN,22,MI,Specificity,0.9415911379657603
DNN,22,MI,F1 score,0.49363867684478374
DNN,22,STTC,Precision,0.5113636363636364
DNN,22,STTC,Recall,0.2879581151832461
DNN,22,STTC,Specificity,0.9725355566454145
DNN,22,STTC,F1 score,0.375886524822695
DNN,23,NORM,Precision,0.6767600302800908
DNN,23,NORM,Recall,0.9495884773662552
DNN,23,NORM,Specificity,0.6524644945697577
DNN,23,NORM,F1 score,0.7934105075690115
DNN,23,CD,Precision,0.6034816247582205
DNN,23,CD,Recall,0.8582887700534759
DNN,23,CD,Specificity,0.8874316939890711
DNN,23,CD,F1 score,0.7153284671532847
DNN,23,HYP,Precision,0.5404411764705882
DNN,23,HYP,Recall,0.6457399103139013
DNN,23,HYP,Specificity,0.9378818737270875
DNN,23,HYP,F1 score,0.5976470588235294
DNN,23,MI,Precision,0.4857142857142857
DNN,23,MI,Recall,0.48214285714285715
DNN,23,MI,Specificity,0.9416243654822335
DNN,23,MI,F1 score,0.49370277078085645
DNN,23,STTC,Precision,0.5113636363636364
DNN,23,STTC,Recall,0.28804347826086957
DNN,23,STTC,Specificity,0.9725822532402791
DNN,23,STTC,F1 score,0.37593984962406013
DNN,24,NORM,Precision,0.6769578313253012
DNN,24,NORM,Recall,0.9497267759562842
DNN,24,NORM,Specificity,0.652789342214821
DNN,24,NORM,F1 score,0.7935399388913138
DNN,24,CD,Precision,0.6038461538461538
DNN,24,CD,Recall,0.8583333333333333
DNN,24,CD,Specificity,0.8874793160507446
DNN,24,CD,F1 score,0.7161066048667439
DNN,24,HYP,Precision,0.5405405405405406
DNN,24,HYP,Recall,0.6457399103139013
DNN,24,HYP,Specificity,0.9379101463907118
DNN,24,HYP,F1 score,0.597752808988764
DNN,24,MI,Precision,0.4880382775119617
DNN,24,MI,Recall,0.4827586206896552
DNN,24,MI,Specificity,0.9416498993963782
DNN,24,MI,F1 score,0.49528301886792453
DNN,24,STTC,Precision,0.5130434782608696
DNN,24,STTC,Recall,0.2905027932960894
DNN,24,STTC,Specificity,0.9725893294175233
DNN,24,STTC,F1 score,0.37735849056603776
DNN,25,NORM,Precision,0.677115987460815
DNN,25,NORM,Recall,0.9497863247863247
DNN,25,NORM,Specificity,0.6528213166144201
DNN,25,NORM,F1 score,0.7935680139069969
DNN,25,CD,Precision,0.6042471042471043
DNN,25,CD,Recall,0.8589743589743589
DNN,25,CD,Specificity,0.8875479978058146
DNN,25,CD,F1 score,0.7162790697674418
DNN,25,HYP,Precision,0.5407407407407407
DNN,25,HYP,Recall,0.6462264150943396
DNN,25,HYP,Specificity,0.937941473259334
DNN,25,HYP,F1 score,0.5981308411214953
DNN,25,MI,Precision,0.489247311827957
DNN,25,MI,Recall,0.48372093023255813
DNN,25,MI,Specificity,0.9416498993963782
DNN,25,MI,F1 score,0.4954954954954955
DNN,25,STTC,Precision,0.5130434782608696
DNN,25,STTC,Recall,0.29069767441860467
DNN,25,STTC,Specificity,0.9725959142999502
DNN,25,STTC,F1 score,0.37735849056603776
DNN,26,NORM,Precision,0.6771300448430493
DNN,26,NORM,Recall,0.9498933901918977
DNN,26,NORM,Specificity,0.6536219816819318
DNN,26,NORM,F1 score,0.7936647602287725
DNN,26,CD,Precision,0.6045197740112994
DNN,26,CD,Recall,0.8589743589743589
DNN,26,CD,Specificity,0.887590428491931
DNN,26,CD,F1 score,0.7167235494880546
DNN,26,HYP,Precision,0.5407407407407407
DNN,26,HYP,Recall,0.6465116279069767
DNN,26,HYP,Specificity,0.9380928607089366
DNN,26,HYP,F1 score,0.5986984815618221
DNN,26,MI,Precision,0.4895833333333333
DNN,26,MI,Recall,0.4841628959276018
DNN,26,MI,Specificity,0.9417085427135679
DNN,26,MI,F1 score,0.4956896551724138
DNN,26,STTC,Precision,0.5137614678899083
DNN,26,STTC,Recall,0.29120879120879123
DNN,26,STTC,Specificity,0.9726775956284153
DNN,26,STTC,F1 score,0.37748344370860926
DNN,27,NORM,Precision,0.6773711725168036
DNN,27,NORM,Recall,0.9501590668080594
DNN,27,NORM,Specificity,0.6537190082644628
DNN,27,NORM,F1 score,0.7937078651685393
DNN,27,CD,Precision,0.6046065259117083
DNN,27,CD,Recall,0.8590785907859079
DNN,27,CD,Specificity,0.8876651982378855
DNN,27,CD,F1 score,0.7168894289185905
DNN,27,HYP,Precision,0.5411764705882353
DNN,27,HYP,Recall,0.6484018264840182
DNN,27,HYP,Specificity,0.9383215369059656
DNN,27,HYP,F1 score,0.5995623632385121
DNN,27,MI,Precision,0.4900990099009901
DNN,27,MI,Recall,0.48535564853556484
DNN,27,MI,Specificity,0.9418960244648318
DNN,27,MI,F1 score,0.49595687331536387
DNN,27,STTC,Precision,0.5137614678899083
DNN,27,STTC,Recall,0.2914572864321608
DNN,27,STTC,Specificity,0.972718253968254
DNN,27,STTC,F1 score,0.37966101694915255
DNN,28,NORM,Precision,0.6774436090225564
DNN,28,NORM,Recall,0.9502487562189055
DNN,28,NORM,Specificity,0.6548100242522231
DNN,28,NORM,F1 score,0.7937078651685393
DNN,28,CD,Precision,0.6052104208416834
DNN,28,CD,Recall,0.8595988538681948
DNN,28,CD,Specificity,0.8879168944778567
DNN,28,CD,F1 score,0.7171492204899778
DNN,28,HYP,Precision,0.5412186379928315
DNN,28,HYP,Recall,0.6486486486486487
DNN,28,HYP,Specificity,0.9383838383838384
DNN,28,HYP,F1 score,0.6
DNN,28,MI,Precision,0.49047619047619045
DNN,28,MI,Recall,0.48677248677248675
DNN,28,MI,Specificity,0.942
DNN,28,MI,F1 score,0.4964200477326969
DNN,28,STTC,Precision,0.514018691588785
DNN,28,STTC,Recall,0.2923076923076923
DNN,28,STTC,Specificity,0.9728260869565217
DNN,28,STTC,F1 score,0.3806228373702422
DNN,29,NORM,Precision,0.6777178103315343
DNN,29,NORM,Recall,0.9503171247357294
DNN,29,NORM,Specificity,0.6548307184145334
DNN,29,NORM,F1 score,0.7939609236234458
DNN,29,CD,Precision,0.606
DNN,29,CD,Recall,0.8597883597883598
DNN,29,CD,Specificity,0.8880434782608696
DNN,29,CD,F1 score,0.7172413793103448
DNN,29,HYP,Precision,0.5413223140495868
DNN,29,HYP,Recall,0.6495327102803738
DNN,29,HYP,Specificity,0.9383838383838384
DNN,29,HYP,F1 score,0.6
DNN,29,MI,Precision,0.49047619047619045
DNN,29,MI,Recall,0.4868421052631579
DNN,29,MI,Specificity,0.9421613394216134
DNN,29,MI,F1 score,0.4965197215777262
DNN,29,STTC,Precision,0.514018691588785
DNN,29,STTC,Recall,0.29292929292929293
DNN,29,STTC,Specificity,0.9729458917835672
DNN,29,STTC,F1 score,0.38095238095238093
DNN,30,NORM,Precision,0.6781874039938556
DNN,30,NORM,Recall,0.9503891050583657
DNN,30,NORM,Specificity,0.6550607287449393
DNN,30,NORM,F1 score,0.7941696113074205
DNN,30,CD,Precision,0.6070686070686071
DNN,30,CD,Recall,0.86
DNN,30,CD,Specificity,0.8881685575364667
